Name,ISO 639-3,Genus,Family,Macroarea,Latitude,Longitude,Countries
Urdu,urd,Indic,Indo-European,Eurasia,25.0,67.0,Pakistan
Uru,ure,Uru-Chipaya,Uru-Chipaya,South America,-16.75,-69.0,Bolivia
Urub�-Kaapor,urb,Tupi-Guaran�,Tupian,South America,-2.33,-46.5,Brazil
Usan,wnu,Madang,Trans-New Guinea,Papunesia,-4.83,145.17,Papua New Guinea
Usarufa,usa,Eastern Highlands,Trans-New Guinea,Papunesia,-6.42,145.58,Papua New Guinea
Ute,ute,Numic,Uto-Aztecan,North America,39.0,-109.0,United States
Uyghur,uig,Turkic,Altaic,Eurasia,40.0,80.0,China
Uzbek (Northern),uzn,Turkic,Altaic,Eurasia,40.67,66.5,Uzbekistan
Vagla,vag,Southern-Central Gur,Niger-Congo,Africa,9.42,-2.42,Ghana
Vai,vai,Western Mande,Mande,Africa,6.92,-11.25,Sierra Leone
Vata,dic,Kru,Niger-Congo,Africa,5.83,-5.42,C�te d'Ivoire
Veps,vep,Finnic,Uralic,Eurasia,60.0,35.0,Russia
Vietnamese,vie,Viet-Muong,Austro-Asiatic,Eurasia,10.5,106.5,Vietnam
Votic,vot,Finnic,Uralic,Eurasia,59.5,30.0,Russia
Waama,wwa,Northern-Central Gur,Niger-Congo,Africa,10.58,1.67,Benin
Wagawaga,wkw,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-26.5,152.5,Australia
Wagiman,waq,Wagiman,Wagiman,Australia,-14.0,131.25,Australia
Wai Wai,waw,Cariban,Cariban,South America,1.0,-59.0,Guyana
Waimaha,bao,Tucanoan,Tucanoan,South America,0.33,-70.25,Colombia
Wakhi,wbl,Iranian,Indo-European,Eurasia,36.5,72.0,Pakistan
Walmatjari,wmt,Western Pama-Nyungan,Pama-Nyungan,Australia,-19.5,125.75,Australia
Wambaya,wmb,Wambayan,Mirndi,Australia,-18.67,135.75,Australia
Wambon,wms,Awju-Dumut,Trans-New Guinea,Papunesia,-5.5,140.42,Indonesia
Wan,wan,Eastern Mande,Mande,Africa,7.83,-5.87,C�te d'Ivoire
Wangkangurru,wgg,Central Pama-Nyungan,Pama-Nyungan,Australia,-27.0,137.0,Australia
Wangkumara,xwk,Central Pama-Nyungan,Pama-Nyungan,Australia,-27.33,143.0,Australia
Wanman,wbt,Western Pama-Nyungan,Pama-Nyungan,Australia,-22.0,123.0,Australia
Wantoat,wnc,Finisterre-Huon,Trans-New Guinea,Papunesia,-6.17,146.5,Papua New Guinea
Waorani,auc,Waorani,Waorani,South America,-1.0,-76.5,Ecuador
Wapishana,wap,Wapishanan,Arawakan,South America,2.67,-60.0,Guyana
Wappo,wao,Wappo,Wappo-Yukian,North America,38.5,-122.5,United States
Warao,wba,Warao,Warao,South America,9.33,-61.67,Venezuela
Waray (in Australia),wrz,Warayic,Gunwinyguan,Australia,-13.17,131.25,Australia
Wardaman,wrr,Yangmanic,Yangmanic,Australia,-15.5,131.0,Australia
Warekena,gae,Alto-Orinoco,Arawakan,South America,1.5,-67.5,Colombia
Wari',pav,Chapacura-Wanham,Chapacura-Wanham,South America,-11.33,-65.0,Brazil
Waris,wrs,Border,Border,Papunesia,-3.17,141.0,Indonesia
Warlpiri,wbp,Western Pama-Nyungan,Pama-Nyungan,Australia,-20.0,132.33,Australia
Warluwara,wrb,Western Pama-Nyungan,Pama-Nyungan,Australia,-22.0,138.5,Australia
Warndarang,wnd,Warndarang,Mangarrayi-Maran,Australia,-14.42,135.58,Australia
Warrgamay,wgy,Northern Pama-Nyungan,Pama-Nyungan,Australia,-18.58,146.08,Australia
Warrongo,wrg,Northern Pama-Nyungan,Pama-Nyungan,Australia,-18.0,145.0,Australia
Warrwa,wwr,Nyulnyulan,Nyulnyulan,Australia,-17.5,123.5,Australia
Warumungu,wrm,Western Pama-Nyungan,Pama-Nyungan,Australia,-19.5,134.5,Australia
Washo,was,Washo,Washo,North America,39.25,-120.0,United States
Watjarri,wbv,Western Pama-Nyungan,Pama-Nyungan,Australia,-26.0,117.5,Australia
Waunana,noa,Choco,Choco,South America,4.0,-77.0,Colombia
Waur�,wau,Central Arawakan,Arawakan,South America,-13.0,-53.0,Brazil
Wayampi,oym,Tupi-Guaran�,Tupian,South America,1.0,-52.0,Brazil
Wayana,way,Cariban,Cariban,South America,3.25,-54.17,French Guiana
Welsh,cym,Celtic,Indo-European,Eurasia,52.0,-3.0,United Kingdom
Welsh (Colloquial),cym,Celtic,Indo-European,Eurasia,52.75,-3.58,United Kingdom
West Makian,mqs,North Halmaheran,West Papuan,Papunesia,0.5,127.58,Indonesia
Wichita,wic,Caddoan,Caddoan,North America,33.33,-97.33,United States
Wik Munkan,wim,Northern Pama-Nyungan,Pama-Nyungan,Australia,-13.92,141.75,Australia
Wik Ngathana,wig,Northern Pama-Nyungan,Pama-Nyungan,Australia,-13.92,141.5,Australia
Wirangu,wgu,Central Pama-Nyungan,Pama-Nyungan,Australia,-32.0,134.0,Australia
Wiyot,wiy,Wiyot,Algic,North America,40.83,-124.17,United States
Wobe,wob,Kru,Niger-Congo,Africa,7.42,-7.33,C�te d'Ivoire
Woisika,woi,Greater Alor,Timor-Alor-Pantar,Papunesia,-8.25,124.83,Indonesia
Wolaytta,wal,North Omotic,Afro-Asiatic,Africa,6.83,37.75,Ethiopia
Wolof,wol,Wolof,Niger-Congo,Africa,15.25,-16.0,Gambia
Worora,wro,Worrorran,Worrorran,Australia,-15.67,124.67,Australia
Wu,wuu,Chinese,Sino-Tibetan,Eurasia,31.67,119.92,China
Wyandot,wya,Northern Iroquoian,Iroquoian,North America,44.33,-77.5,Canada
Xav�nte,xav,Ge-Kaingang,Macro-Ge,South America,-15.0,-52.5,Brazil
Xer�nte,xer,Ge-Kaingang,Macro-Ge,South America,-10.0,-48.17,Brazil
Xhosa,xho,Bantoid,Niger-Congo,Africa,-32.0,27.0,South Africa
Xiriana,xir,Bahuanic,Arawakan,,2.67,-62.5,Brazil
Xokleng,xok,Ge-Kaingang,Macro-Ge,South America,-24.5,-50.0,Brazil
Yagaria,ygr,Eastern Highlands,Trans-New Guinea,Papunesia,-6.33,145.42,Papua New Guinea
Yaghnobi,yai,Iranian,Indo-European,Eurasia,39.0,69.0,Tajikistan
Yagua,yad,Peba-Yaguan,Peba-Yaguan,South America,-3.5,-72.0,Peru
Yahgan,yag,Y�mana,Y�mana,South America,-55.0,-68.0,Chile
Yakut,sah,Turkic,Altaic,Eurasia,62.0,130.0,Russia
Yalarnnga,ylr,Northern Pama-Nyungan,Pama-Nyungan,Australia,-22.0,140.0,Australia
Yamba,yam,Bantoid,Niger-Congo,Africa,6.42,11.08,Cameroon
Yaminahua,yaa,Panoan,Panoan,South America,-8.0,-73.0,Brazil
Yana,ynn,Yana,Hokan,North America,40.5,-122.0,United States
Yankuntjatjara,kdd,Western Pama-Nyungan,Pama-Nyungan,Australia,-27.0,132.0,Australia
Yanom�mi,wca,Yanomam,Yanomam,South America,2.33,-63.0,Brazil
Yansi,yns,Bantoid,Niger-Congo,Africa,-3.83,18.0,Democratic Republic of Congo
Yanyuwa,jao,Western Pama-Nyungan,Pama-Nyungan,Australia,-16.42,137.17,Australia
Yao (in Malawi),yao,Bantoid,Niger-Congo,Africa,-14.5,35.5,Mozambique
Yapese,yap,Yapese,Austronesian,Papunesia,9.58,138.17,Micronesia
Yaqui,yaq,Cahita,Uto-Aztecan,North America,27.5,-110.25,Mexico
Yareba,yrb,Yareban,Yareban,Papunesia,-9.5,148.5,Papua New Guinea
Yaruro,yae,Yaruro,Yaruro,South America,7.0,-68.0,Venezuela
Yawa,yva,Yawa,Yawa,Papunesia,-1.75,136.25,Indonesia
Yawuru,ywr,Nyulnyulan,Nyulnyulan,Australia,-18.0,122.5,Australia
Yay,pcc,Kam-Tai,Tai-Kadai,Eurasia,22.42,104.75,Vietnam
Yazva,kpv,Permic,Uralic,Eurasia,65.0,55.0,Russia
Yemba,ybb,Bantoid,Niger-Congo,Africa,5.42,10.08,Cameroon
Yemsa,jnj,North Omotic,Afro-Asiatic,Africa,7.83,37.33,Ethiopia
Yessan-Mayo,yss,Tama Sepik,Sepik,Papunesia,-4.17,142.58,Papua New Guinea
Yeyi,yey,Bantoid,Niger-Congo,Africa,-20.0,23.5,Namibia
Yiddish (Bessarabian),ydd,Germanic,Indo-European,Eurasia,47.0,28.5,Moldova
Yiddish (Lithuanian),ydd,Germanic,Indo-European,Eurasia,55.0,25.0,Lithuania
Yiddish (Lodz),ydd,Germanic,Indo-European,Eurasia,51.75,19.42,Poland
Yidiny,yii,Northern Pama-Nyungan,Pama-Nyungan,Australia,-17.0,145.75,Australia
Yil,yll,Wapei-Palei,Torricelli,Papunesia,-3.53,142.15,Papua New Guinea
Yindjibarndi,yij,Western Pama-Nyungan,Pama-Nyungan,Australia,-21.75,117.92,Australia
Yingkarta,yia,Western Pama-Nyungan,Pama-Nyungan,Australia,-25.17,114.83,Australia
Yoruba,yor,Defoid,Niger-Congo,Africa,8.0,4.33,Nigeria
Yucatec,yua,Mayan,Mayan,North America,20.0,-89.0,Mexico
Yuchi,yuc,Yuchi,Yuchi,North America,35.75,-86.75,United States
Yucuna,ycn,Inland Northern Arawakan,Arawakan,South America,-0.75,-71.0,Colombia
Yukaghir (Kolyma),yux,Yukaghir,Yukaghir,Eurasia,65.75,150.83,Russia
Yukaghir (Tundra),ykg,Yukaghir,Yukaghir,Eurasia,69.0,155.0,Russia
Yuki,yuk,Yukian,Wappo-Yukian,North America,39.67,-123.5,United States
Yukpa,yup,Cariban,Cariban,South America,10.17,-72.75,Colombia
Yukulta,gcd,Tangkic,Tangkic,Australia,-17.33,138.83,Australia
Yulparija,mpj,Western Pama-Nyungan,Pama-Nyungan,Australia,-21.0,124.0,Australia
Yulu,yul,Bongo-Bagirmi,Central Sudanic,Africa,8.5,25.25,South Sudan
Yupik (Naukan),ynk,Eskimo,Eskimo-Aleut,Eurasia,66.0,-172.0,Russia
Yupik (Siberian),ess,Eskimo,Eskimo-Aleut,Eurasia,65.0,-173.0,Russia
Yupik (St. Lawrence Island),ess,Eskimo,Eskimo-Aleut,Eurasia,63.5,-170.5,United States
Yuracare,yuz,Yuracare,Yuracare,South America,-16.58,-65.25,Bolivia
Yurok,yur,Yurok,Algic,North America,41.33,-124.0,United States
Yuruti,yui,Tucanoan,Tucanoan,South America,1.0,-70.42,Colombia
Yuwaalaraay,kld,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-29.5,148.0,Australia
Zande,zne,Ubangi,Niger-Congo,Africa,4.0,26.0,Central African Republic
Zaparo,zro,Zaparoan,Zaparoan,South America,-2.0,-76.33,Ecuador
Zapotec (Isthmus),zai,Zapotecan,Oto-Manguean,North America,16.42,-95.0,Mexico
Zapotec (San Lucas Quiavin�),zab,Zapotecan,Oto-Manguean,North America,16.9,-96.47,Mexico
Zapotec (Zoogocho),zpq,Zapotecan,Oto-Manguean,North America,17.25,-96.25,Mexico
Zarma,dje,Songhay,Songhay,Africa,13.83,2.17,Niger
Zayse,zay,North Omotic,Afro-Asiatic,Africa,5.92,37.33,Ethiopia
Zazaki,diq,Iranian,Indo-European,Eurasia,39.0,41.0,Turkey
Zoque (Chimalapa),zoh,Mixe-Zoque,Mixe-Zoque,North America,16.75,-94.75,Mexico
Zoque (Copainal�),zoc,Mixe-Zoque,Mixe-Zoque,North America,17.0,-93.25,Mexico
Zoque (Ostuacan),zoc,Mixe-Zoque,Mixe-Zoque,North America,17.42,-93.3,Mexico
Zulu,zul,Bantoid,Niger-Congo,Africa,-30.0,30.0,South Africa
Zulu (Northern),zul,Bantoid,Niger-Congo,Africa,-28.0,31.0,South Africa
Zulu (Southern),zul,Bantoid,Niger-Congo,Africa,-31.0,30.0,South Africa
Zuni,zun,Zuni,Zuni,North America,35.08,-108.83,United States
