Name,WALS code,ISO 639-3,Genus,Family,Macroarea,Latitude,Longitude,Countries
Enya,eny,gey,Bantoid,Niger-Congo,Africa,-0.5,25.25,Democratic Republic of Congo
Epena Pedee,epe,sja,Choco,Choco,South America,3,-77,Colombia
Erromangan,err,erg,Oceanic,Austronesian,Papunesia,-18.83,169.17,Vanuatu
Ese Ejja,ese,ese,Tacanan,Tacanan,South America,-11,-66,Bolivia
Esselen,ess,esq,Esselen,Esselen,North America,36.25,-121.75,United States
Estonian,est,est,Finnic,Uralic,Eurasia,59,26,Estonia
Etsako,ets,ets,Edoid,Niger-Congo,Africa,7.25,6.5,Nigeria
Eudeve,eud,opt,Opata-Eudeve,Uto-Aztecan,North America,29.17,-109.67,Mexico
Even,evn,eve,Tungusic,Altaic,Eurasia,68,130,Russia
Evenki,eve,evn,Tungusic,Altaic,Eurasia,56,125,Russia
Ewe,ewe,ewe,Kwa,Niger-Congo,Africa,6.33,0.42,Togo
Ewe (Anglo),ewa,ewe,Kwa,Niger-Congo,Africa,6,1,Ghana
Ewondo,ewo,ewo,Bantoid,Niger-Congo,Africa,4,12,Cameroon
Eyak,eya,eya,Eyak,Na-Dene,North America,60.5,-145,United States
Faroese,far,fao,Germanic,Indo-European,Eurasia,62,-7,Denmark
Fasu,fas,faa,Fasu,Trans-New Guinea,Papunesia,-6.58,143.33,Papua New Guinea
Fe'fe',fef,fmp,Bantoid,Niger-Congo,Africa,5.25,10.17,Cameroon
Fijian,fij,fij,Oceanic,Austronesian,Papunesia,-17.83,178,Fiji
Fijian (Wayan),fiw,wyy,Oceanic,Austronesian,Papunesia,-17,177.3,Fiji
Finnish,fin,fin,Finnic,Uralic,Eurasia,62,25,Finland
Finnish Sign Language,fsl,fse,Sign Languages,other,Eurasia,62,26,Finland
Fiote,fio,kng,Bantoid,Niger-Congo,Africa,-5.5,14,Democratic Republic of Congo
Foe,foe,foi,Kutubuan,Trans-New Guinea,Papunesia,-6.5,143.5,Papua New Guinea
Folopa,pdp,ppo,Teberan,Teberan-Pawaian,Papunesia,-7,144.5,Papua New Guinea
Fongbe,fon,fon,Kwa,Niger-Congo,Africa,6.42,2.17,Benin
Fordata,frd,frd,Central Malayo-Polynesian,Austronesian,Papunesia,-6.75,131.5,Indonesia
Fore,for,for,Eastern Highlands,Trans-New Guinea,Papunesia,-6.75,145.5,Papua New Guinea
Fox,fox,sac,Algonquian,Algic,North America,43,-83,United States
French,fre,fra,Romance,Indo-European,Eurasia,48,2,Switzerland
Frisian,fri,frs,Germanic,Indo-European,Eurasia,53,5,Netherlands
Frisian (Eastern),fea,frs,Germanic,Indo-European,Eurasia,53.58,7.5,Germany
Frisian (North),fno,frr,Germanic,Indo-European,Eurasia,54.5,9,Germany
Frisian (Western),frw,fry,Germanic,Indo-European,Eurasia,53,6,Netherlands
Ful (Liptako),fli,fuh,Peul-Serer,Niger-Congo,Africa,13.5,0.5,Burkina Faso
Fula (Burkina Faso),fbf,fuh,Peul-Serer,Niger-Congo,Africa,14,0,Burkina Faso
Fula (Guinean),fgu,fuf,Peul-Serer,Niger-Congo,Africa,11.5,-12.5,Guinea
Fula (Mauritanian),fma,fuc,Peul-Serer,Niger-Congo,Africa,16.5,-13.75,Mauritania
Fula (Senegal),fus,fuc,Peul-Serer,Niger-Congo,Africa,15,-14,Senegal
Fulfulde (Adamawa),fua,fub,Peul-Serer,Niger-Congo,Africa,9.17,13.5,Cameroon
Fulfulde (Maasina),fum,ffm,Peul-Serer,Niger-Congo,Africa,15,-5,Mali
Fulfulde (Nigerian),fni,fuv,Peul-Serer,Niger-Congo,Africa,10.25,11.25,Nigeria
Fulniô,ful,fun,Yatê,Yatê,South America,-8,-37.5,Brazil
Fur,fur,fvr,Fur,Fur,Africa,13.5,25,Sudan
Futuna (East),fue,fud,Oceanic,Austronesian,Papunesia,-14.33,-178.17,Wallis and Futuna
Futuna-Aniwa,fut,fut,Oceanic,Austronesian,Papunesia,-19.53,170.22,Vanuatu
Fuzhou,fuz,cdo,Chinese,Sino-Tibetan,Eurasia,26,119.5,China
Fyem,fye,pym,Platoid,Niger-Congo,Africa,9.58,9.33,Nigeria
Gã,ga,gaa,Kwa,Niger-Congo,Africa,5.67,-0.17,Ghana
Gaagudju,gaa,gbu,Gaagudju,Gaagudju,Australia,-12.58,132.83,Australia
Gaalpu,glp,dhg,Western Pama-Nyungan,Pama-Nyungan,Australia,-12.67,136.75,Australia
Ga'anda,gnd,gqa,Biu-Mandara,Afro-Asiatic,Africa,10.33,12.58,Nigeria
Gadaba (Kondekor),gdk,gdb,Central Dravidian,Dravidian,Eurasia,18.75,83.5,India
Gade,gad,ged,Nupoid,Niger-Congo,Africa,8.67,7.42,Nigeria
Gadsup,gds,gaj,Eastern Highlands,Trans-New Guinea,Papunesia,-6.25,146,Papua New Guinea
Gaelic (Scots),gae,gla,Celtic,Indo-European,Eurasia,57,-4,United Kingdom
Gagauz,gag,gag,Turkic,Altaic,Eurasia,46.33,28.67,Moldova
Gahuku,gah,gah,Eastern Highlands,Trans-New Guinea,Papunesia,-6,145.42,Papua New Guinea
Galela,gll,gbi,North Halmaheran,West Papuan,Papunesia,2.42,128.33,Indonesia
Galician,glc,glg,Romance,Indo-European,Eurasia,43,-8,Spain
Galo,gal,adi,Tani,Sino-Tibetan,Eurasia,28.17,94.67,India
Gamilaraay,gml,kld,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-29.83,149.5,Australia
Gamo,gam,gmv,North Omotic,Afro-Asiatic,Africa,6.67,37.25,Ethiopia
Gapapaiwa,gap,pwg,Oceanic,Austronesian,Papunesia,-9.75,149.83,Papua New Guinea
Garífuna,grf,cab,Caribbean Arawakan,Arawakan,North America,15.67,-88,Guatemala
Garo,gar,grt,Bodo-Garo,Sino-Tibetan,Eurasia,25.67,90.5,India
Garrwa,grr,wrk,Garrwan,Garrwan,Australia,-17.08,137.17,Australia
Garus,grs,gyb,Madang,Trans-New Guinea,Papunesia,-4.95,145.67,Papua New Guinea
Gavião,gav,gvo,Monde,Tupian,South America,-10.67,-62,Brazil
Gayo,gay,gay,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,4.5,97.5,Indonesia
Gbaya (Northwest),gbk,gya,Gbaya-Manza-Ngbaka,Niger-Congo,Africa,6,15,Central African Republic
Gbaya (Southwest),gbs,gso,Gbaya-Manza-Ngbaka,Niger-Congo,Africa,4.7,14.96,
Gbeya Bossangoa,gbb,gbp,Gbaya-Manza-Ngbaka,Niger-Congo,Africa,6.67,17.5,Central African Republic
Gela,gel,nlg,Oceanic,Austronesian,Papunesia,-9.08,160.25,Solomon Islands
Gelao,gla,gqu,Kadai,Tai-Kadai,Eurasia,22.92,105.5,Vietnam
Georgian,geo,kat,Kartvelian,Kartvelian,Eurasia,42,44,Georgia
German,ger,deu,Germanic,Indo-European,Eurasia,52,10,Switzerland
German (Appenzell),gpz,gsw,Germanic,Indo-European,Eurasia,47.33,9.33,Switzerland
German (Bavarian),gba,bar,Germanic,Indo-European,Eurasia,49,11.5,Germany
German (Berlin),gbl,deu,Germanic,Indo-European,Eurasia,52.5,13.33,Germany
German (Bern),gbe,gsw,Germanic,Indo-European,Eurasia,47,7.42,Switzerland
German (Hannover),gha,deu,Germanic,Indo-European,Eurasia,52.42,9.67,Germany
German (Mansfeldisch),gma,deu,Germanic,Indo-European,Eurasia,51.58,11.5,Germany
German (Ostschweiz),gos,gsw,Germanic,Indo-European,Eurasia,47.42,9.25,Switzerland
German (Ripuarian),grp,ksh,Germanic,Indo-European,Eurasia,51,7,Belgium
German (Thurgau),gtg,gsw,Germanic,Indo-European,Eurasia,47.58,9.17,Switzerland
German (Thuringian),gth,deu,Germanic,Indo-European,Eurasia,51,11,Germany
German (Timisoara),gti,deu,Germanic,Indo-European,Eurasia,45.75,21.25,Romania
German (Upper Austrian),gau,bar,Germanic,Indo-European,Eurasia,47,14,Austria
German (Viennese),gvi,bar,Germanic,Indo-European,Eurasia,48.17,16.33,Austria
German (Westphalian),gwe,wep,Germanic,Indo-European,Eurasia,52,7.5,Germany
German (Zurich),gzu,gsw,Germanic,Indo-European,Eurasia,47.42,8.5,Switzerland
Ghotuo,gho,aaa,Edoid,Niger-Congo,Africa,7.08,5.75,Nigeria
Ghulfan,nbh,ghl,Nubian,Eastern Sudanic,Africa,12,31,Sudan
Gidabal,gid,bdy,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-28.42,152.42,Australia
Gidar,gdr,gid,Biu-Mandara,Afro-Asiatic,Africa,10,14,Cameroon
Gilaki,gil,glk,Iranian,Indo-European,Eurasia,37.33,50,Iran
Gimira,gim,bcq,North Omotic,Afro-Asiatic,Africa,7,35.75,Ethiopia
Gitksan,git,git,Tsimshianic,Penutian,North America,55.33,-127.75,Canada
Giziga,giz,"gis, giz",Biu-Mandara,Afro-Asiatic,Africa,10.33,14.17,Cameroon
Goajiro,goa,guc,Caribbean Arawakan,Arawakan,South America,12,-72,Colombia
Godié,gdi,god,Kru,Niger-Congo,Africa,5.42,-5.83,Côte d'Ivoire
Godoberi,god,gdo,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.67,46.08,Russia
Goemai,goe,ank,West Chadic,Afro-Asiatic,Africa,8.67,9.75,Nigeria
Gogodala,gog,ggw,Gogodala,Gogodala-Suki,Papunesia,-8.08,142.83,Papua New Guinea
Gojri,goj,gju,Indic,Indo-European,Eurasia,32.75,76.25,India
Gokana,gok,gkn,Cross River,Niger-Congo,Africa,4.58,7.33,Nigeria
Gola,gol,gol,Mel,Niger-Congo,Africa,7.25,-10.83,Sierra Leone
Golin,gln,gvf,Chimbu,Trans-New Guinea,Papunesia,-6.33,144.75,Papua New Guinea
Gondi,gon,"ggo, gno",South-Central Dravidian,Dravidian,Eurasia,19,81,India
Gooniyandi,goo,gni,Bunuban,Bunuban,Australia,-18.33,126.33,Australia
Gorontalo,grt,gor,Greater Central Philippine,Austronesian,Papunesia,0.5,122,Indonesia
Gorowa,gor,gow,Southern Cushitic,Afro-Asiatic,Africa,-4.5,36.5,Tanzania
Great Andamanese,gan,apq,Great Andamanese,Great Andamanese,Eurasia,12,92.67,India
Grebo,grb,grj,Kru,Niger-Congo,Africa,5,-8,Liberia
Greek (Cypriot),gcy,ell,Greek,Indo-European,Eurasia,34.75,33,Cyprus
Greek (Modern),grk,ell,Greek,Indo-European,Eurasia,39,22,Greece
Greek Sign Language,gsl,gss,Sign Languages,other,Eurasia,38.5,22,Greece
Greenlandic (East),gre,kal,Eskimo,Eskimo-Aleut,Eurasia,65,-40,Greenland
Greenlandic (South),gso,kal,Eskimo,Eskimo-Aleut,Eurasia,60,-44,Greenland
Greenlandic (West),grw,kal,Eskimo,Eskimo-Aleut,Eurasia,64,-51,Greenland
Guadeloupe Creole,gdl,gcf,Creoles and Pidgins,other,North America,16.25,-61.5,Guadeloupe
Guahibo,ghb,guh,Guahiban,Guahiban,South America,5,-69,Colombia
Guajajara,gjj,gub,Tupi-Guaraní,Tupian,South America,-5,-46,Brazil
Guambiano,gmb,gum,Barbacoan,Barbacoan,South America,2.5,-76.67,Colombia
Guana,gna,gva,Mascoian,Mascoian,South America,-22,-58,Paraguay
Guanano,gno,gvc,Tucanoan,Tucanoan,South America,0.83,-69.5,Colombia
Guaque,guq,cbd,Cariban,Cariban,South America,1,-72.08,Colombia
Guaraní,gua,gug,Tupi-Guaraní,Tupian,South America,-26,-56,Paraguay
Guarijío,grj,var,Tarahumaran,Uto-Aztecan,North America,27.75,-108.67,Mexico
Guató,gto,gta,Guató,Guató,South America,-17,-58,Brazil
Guayabero,gyb,guo,Guahiban,Guahiban,South America,2.83,-72,Colombia
Gude,gud,gde,Biu-Mandara,Afro-Asiatic,Africa,10.42,13.42,Nigeria
Guduf,gdf,gdf,Biu-Mandara,Afro-Asiatic,Africa,11.23,13.8,Nigeria
Guere,gue,"gxx, wec",Kru,Niger-Congo,Africa,6.67,-7.75,Côte d'Ivoire
Gugada,gug,ktd,Western Pama-Nyungan,Pama-Nyungan,Australia,-30,134,Australia
Gugadj,ggd,ggd,Northern Pama-Nyungan,Pama-Nyungan,Australia,-18.5,140.5,Australia
Guhu-Samane,guh,ghs,Binanderean,Trans-New Guinea,Papunesia,-8,147.33,Papua New Guinea
Guianese French Creole,gfr,gcr,Creoles and Pidgins,other,South America,5,-53,French Guiana
Guinea Bissau Crioulo,gbc,pov,Creoles and Pidgins,other,Africa,12,-15,Guinea-Bissau
Gujarati,guj,guj,Indic,Indo-European,Eurasia,23,72,India
Gula (in Central African Republic),gul,glu,Bongo-Bagirmi,Central Sudanic,Africa,9.5,22.5,Central African Republic
Gula Iro,gir,glj,Bua,Niger-Congo,Africa,10.25,19.42,Chad
Gumatj,gmt,gnn,Western Pama-Nyungan,Pama-Nyungan,Australia,-12.5,135.5,Australia
Gumawana,gmw,gvs,Oceanic,Austronesian,Papunesia,-9.25,150.83,Papua New Guinea
Gumbaynggir,gum,kgs,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-30.17,152.5,Australia
Gumuz,gmz,guk,Gumuz,Gumuz,Africa,12.5,35.83,Ethiopia
Gunbalang,gnb,wlg,Gunwinygic,Gunwinyguan,Australia,-12,134,Australia
Gungbe,guw,guw,Kwa,Niger-Congo,Africa,6.5,2.5,Benin
Gunin,gnn,gww,Worrorran,Worrorran,Australia,-14.25,126.67,Australia
Gunu,gun,yas,Bantoid,Niger-Congo,Africa,4.58,11.25,Cameroon
Gününa Küne,gku,pue,Puelche,Chon,South America,-41,-67,Argentina
Gunya,gny,gyy,Northern Pama-Nyungan,Pama-Nyungan,Australia,-26.5,146.5,Australia
Gupapuyngu,guf,guf,Western Pama-Nyungan,Pama-Nyungan,Australia,-12,136,Australia
Gureng Gureng,ggu,gnr,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-25.25,151,Australia
Gurenne,grn,gur,Northern-Central Gur,Niger-Congo,Africa,10.83,-0.92,Ghana
Gurindji,gji,gue,Western Pama-Nyungan,Pama-Nyungan,Australia,-17.67,130.67,Australia
Gurma,grm,gux,Northern-Central Gur,Niger-Congo,Africa,12.25,1,Burkina Faso
Guro,gro,goa,Eastern Mande,Mande,Africa,7,-6,Côte d'Ivoire
Gurr-goni,grg,gge,Burarran,Mangrida,Australia,-12.25,134.42,Australia
Gurung,gur,"ggn, gvr",Bodic,Sino-Tibetan,Eurasia,28.33,84.33,Nepal
Gusii,gus,guz,Bantoid,Niger-Congo,Africa,-0.75,34.83,Kenya
Gutob,gdb,gbj,Munda,Austro-Asiatic,Eurasia,19,83.67,India
Guugu Yimidhirr,guu,kky,Northern Pama-Nyungan,Pama-Nyungan,Australia,-15,144.83,Australia
Gwari,gwa,gbr,Nupoid,Niger-Congo,Africa,9.5,7,Nigeria
Gworok,gwo,kcg,Platoid,Niger-Congo,Africa,9.92,8.17,Nigeria
Gyarong (Cogtse),gyc,jya,rGyalrong,Sino-Tibetan,Eurasia,31.5,102,China
Hadza,had,hts,Hadza,Hadza,Africa,-3.75,35.17,Tanzania
Haida,hai,"hax, hdn",Haida,Haida,North America,53,-132,Canada
Haida (Northern),hno,hdn,Haida,Haida,North America,54,-132.5,Canada
Haisla,hsl,has,Northern Wakashan,Wakashan,North America,54,-128.75,Canada
Haitian Creole,hcr,hat,Creoles and Pidgins,other,North America,19,-72.5,Haiti
Hakka,hak,hak,Chinese,Sino-Tibetan,Eurasia,25,116,China
Halang,hln,hal,Bahnaric,Austro-Asiatic,Eurasia,14.5,107.5,Vietnam
Halbi,hlb,hlb,Indic,Indo-European,Eurasia,21,81,India
Halia,hal,hla,Oceanic,Austronesian,Papunesia,-5.25,154.67,Papua New Guinea
Halkomelem (Island),hli,hur,Central Salish,Salishan,North America,49.2,-123,Canada
Halkomelem (Upriver),hlu,hur,Central Salish,Salishan,North America,49.25,-121.92,Canada
Hamer,hmr,amf,South Omotic,Afro-Asiatic,Africa,5,36.5,Ethiopia
Hamtai,ham,hmt,Angan,Trans-New Guinea,Papunesia,-7.5,146.25,Papua New Guinea
Hanga Hundi,hhu,wos,Ndu,Sepik,Papunesia,-3.83,142.92,Papua New Guinea
Hani,han,hni,Burmese-Lolo,Sino-Tibetan,Eurasia,23,103,China
Hanunóo,hnn,hnn,Greater Central Philippine,Austronesian,Papunesia,12.33,121.25,Philippines
Harari,hrr,har,Semitic,Afro-Asiatic,Africa,9.25,42.17,Ethiopia
Harsusi,hrs,hss,Semitic,Afro-Asiatic,Eurasia,20,56.5,Oman
Haruai,har,tmd,Piawi,Piawi,Papunesia,-5.08,144.17,Papua New Guinea
Hatam,hat,had,Hatam,West Papuan,Papunesia,-1,134,Indonesia
Hausa,hau,hau,West Chadic,Afro-Asiatic,Africa,12,7,Nigeria
Havasupai,hav,yuf,Yuman,Hokan,North America,35.75,-112.5,United States
Hawaiian,haw,haw,Oceanic,Austronesian,Papunesia,19.58,-155.5,United States
Hawaiian Creole,hwc,hwc,Creoles and Pidgins,other,North America,21.5,-158,United States
Hawrami,hwr,hac,Iranian,Indo-European,Eurasia,35.75,45.5,Iraq
Haya,hya,hay,Bantoid,Niger-Congo,Africa,-2,31.5,Tanzania
Hayu,hay,vay,Mahakiranti,Sino-Tibetan,Eurasia,27.25,86,Nepal
Hdi,hdi,xed,Biu-Mandara,Afro-Asiatic,Africa,11.87,13.72,Nigeria
Hebrew (Modern Ashkenazic),hba,heb,Semitic,Afro-Asiatic,Eurasia,31.75,35.17,Israel
Hebrew (Modern),heb,heb,Semitic,Afro-Asiatic,Eurasia,31.5,34.83,Israel
Hehe,heh,heh,Bantoid,Niger-Congo,Africa,-8,36,Tanzania
Heiltsuk,hei,hei,Northern Wakashan,Wakashan,North America,52,-127.5,Canada
Hemba,hem,hem,Bantoid,Niger-Congo,Africa,-6.25,27.17,Democratic Republic of Congo
Herero,her,her,Bantoid,Niger-Congo,Africa,-20.58,19,Namibia
Hianacoto,hia,cbd,Cariban,Cariban,South America,0.83,-71,Colombia
Hidatsa,hid,hid,Core Siouan,Siouan,North America,47,-102.5,United States
Hiligaynon,hil,hil,Greater Central Philippine,Austronesian,Papunesia,10.25,123,Philippines
Hindi,hin,hin,Indic,Indo-European,Eurasia,25,77,India
Hinuq,hnk,gin,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.17,46,Russia
Hixkaryana,hix,hix,Cariban,Cariban,South America,-1,-59,Brazil
Hlai (Baoding),lic,lic,Hlai,Tai-Kadai,Eurasia,19,109.5,China
Hmar,hma,hmr,Kuki-Chin,Sino-Tibetan,Eurasia,24.17,93,India
Hmong Daw,hmd,mww,Hmong-Mien,Hmong-Mien,Eurasia,26,105,China
Hmong Njua,hmo,"cqd, hnj",Hmong-Mien,Hmong-Mien,Eurasia,28,105,China
Ho,ho,hoc,Munda,Austro-Asiatic,Eurasia,22,86,India
Hoava,hoa,hoa,Oceanic,Austronesian,Papunesia,-8.08,157.5,Solomon Islands
Holoholo,hol,hoo,Bantoid,Niger-Congo,Africa,-5.17,29.92,Tanzania
Hopi,hop,hop,Hopi,Uto-Aztecan,North America,36,-110,United States
Hre,hre,hre,Bahnaric,Austro-Asiatic,Eurasia,14.67,108.67,Vietnam
Hua,hua,ygr,Eastern Highlands,Trans-New Guinea,Papunesia,-6.33,145.33,Papua New Guinea
Hualapai,hlp,yuf,Yuman,Hokan,North America,35.5,-113.75,United States
Huambisa,hmb,hub,Jivaroan,Jivaroan,South America,-4,-78,Peru
Huastec,htc,hus,Mayan,Mayan,North America,22.08,-99.33,Mexico
Huave (San Mateo del Mar),hve,huv,Huavean,Huavean,North America,16.22,-95,Mexico
Huichol,hui,hch,Corachol,Uto-Aztecan,North America,22,-104,Mexico
Huitoto (Minica),hmi,hto,Huitoto,Huitotoan,South America,-0.33,-74,Colombia
Huitoto (Muinane),hmu,hux,Huitoto,Huitotoan,South America,-2.42,-71,Peru
Huitoto (Murui),hum,huu,Huitoto,Huitotoan,South America,-1,-73.5,Colombia
Hunde,hnd,hke,Bantoid,Niger-Congo,Africa,-1.17,28.83,Democratic Republic of Congo
Hungarian,hun,hun,Ugric,Uralic,Eurasia,47,20,Hungary
Hunzib,hzb,huz,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.17,46.25,Russia
Hup,hpd,jup,Nadahup,Nadahup,South America,0.17,-69.25,Colombia
Hupa,hup,hup,Athapaskan,Na-Dene,North America,41.08,-123.67,United States
Hyow,hyo,csh,Kuki-Chin,Sino-Tibetan,Eurasia,22.08,92.42,Bangladesh
Iaai,iaa,iai,Oceanic,Austronesian,Papunesia,-20.42,166.58,New Caledonia
Iatmul,iat,ian,Ndu,Sepik,Papunesia,-4.25,143.25,Papua New Guinea
Iau,iau,tmu,Lakes Plain,Lakes Plain,Papunesia,-3.17,137.5,Indonesia
Iban,iba,iba,Malayo-Sumbawan,Austronesian,Papunesia,2,112,Malaysia
Ibanag,ibn,ibg,Northern Luzon,Austronesian,Papunesia,17.5,121.67,Philippines
Ibibio,ibi,ibb,Cross River,Niger-Congo,Africa,5.25,7.83,Nigeria
Icelandic,ice,isl,Germanic,Indo-European,Eurasia,65,-17,Iceland
Icelandic Sign Language,ics,icl,Sign Languages,other,Eurasia,65,-18,Iceland
Idoma,ido,idu,Idomoid,Niger-Congo,Africa,6.92,7.5,Nigeria
Idu,idu,clk,Digaroan,Sino-Tibetan,Eurasia,29.33,95.83,India
Iduna,idn,viv,Oceanic,Austronesian,Papunesia,-9.33,150.25,Papua New Guinea
Ifira-Mele,mxe,mxe,Oceanic,Austronesian,Papunesia,-17.75,168.25,Vanuatu
Ifugao (Batad),ifu,ifb,Northern Luzon,Austronesian,Papunesia,16.83,121.08,Philippines
Ifumu,ifm,ifm,Bantoid,Niger-Congo,Africa,-3.67,15.33,Congo
Igbo,igb,ibo,Igboid,Niger-Congo,Africa,6,7.33,Nigeria
Igede,ige,ige,Idomoid,Niger-Congo,Africa,7,8.17,Nigeria
Ignaciano,ign,ign,Bolivia-Parana,Arawakan,South America,-15.17,-65.42,Bolivia
Iha,iha,ihp,West Bomberai,West Bomberai,Papunesia,-2.92,132.25,Indonesia
Ijo (Kolokuma),ijo,ijc,Ijoid,Ijoid,Africa,4.92,5.67,Nigeria
Ik,ik,ikx,Kuliak,Eastern Sudanic,Africa,3.75,34.17,Uganda
Ika,ika,arh,Arhuacic,Chibchan,South America,10.67,-73.75,Colombia
Ila,ila,ilb,Bantoid,Niger-Congo,Africa,-15.58,26.5,Zambia
Illinois,ill,mia,Algonquian,Algic,North America,40,-90,United States
Ilocano,ilo,ilo,Northern Luzon,Austronesian,Papunesia,16,121,Philippines
Imonda,imo,imn,Border,Border,Papunesia,-3.33,141.17,Papua New Guinea
Inanwatan,ina,szp,Inanwatan,South Bird's Head,Papunesia,-2.08,132.08,Indonesia
Indonesian,ind,ind,Malayo-Sumbawan,Austronesian,Papunesia,0,106,Indonesia
Indonesian (Jakarta),inj,ind,Malayo-Sumbawan,Austronesian,Papunesia,-6.17,106.75,Indonesia
Indonesian (Papuan),iir,pmy,Malayo-Sumbawan,Austronesian,Papunesia,-2.5,140.67,Indonesia
Indo-Pakistani Sign Language (Indian dialects),ipi,ins,Sign Languages,other,Eurasia,24,80,India
Indo-Pakistani Sign Language (Karachi dialect),ipk,pks,Sign Languages,other,Eurasia,28,68,Pakistan
Inga,iga,inb,Quechuan,Quechuan,South America,1,-77,Colombia
Ingessana,igs,tbi,Eastern Jebel,Eastern Sudanic,Africa,11.5,34,Sudan
Ingush,ing,inh,Nakh,Nakh-Daghestanian,Eurasia,43.17,45.08,Russia
Innamincka,inn,ynd,Central Pama-Nyungan,Pama-Nyungan,Australia,-27.75,140.75,Australia
Inuktitut (Quebec-Labrador),iql,ike,Eskimo,Eskimo-Aleut,North America,62,-73,Canada
Inuktitut (Rankin Inlet),inr,ikt,Eskimo,Eskimo-Aleut,North America,63,-92,Canada
Inuktitut (Salluit),ins,ike,Eskimo,Eskimo-Aleut,North America,62,-76,Canada
Iñupiaq,inu,esi,Eskimo,Eskimo-Aleut,North America,67,-161,United States
Iquito,iqu,iqu,Zaparoan,Zaparoan,South America,-3.25,-74,Peru
Iranxe,irx,irn,Iranxe,Iranxe,South America,-13,-58,Brazil
Iraqw,irq,irk,Southern Cushitic,Afro-Asiatic,Africa,-4,35.5,Tanzania
Irarutu,irr,irh,South Halmahera - West New Guinea,Austronesian,Papunesia,-3,133.5,Indonesia
Irish,iri,gle,Celtic,Indo-European,Eurasia,53,-8,Ireland
Irish (Donegal),ird,gle,Celtic,Indo-European,Eurasia,55,-8,Ireland
Irish (Munster),irm,gle,Celtic,Indo-European,Eurasia,52.5,-9,Ireland
Irish Sign Language,irs,isg,Sign Languages,other,Eurasia,53.5,-7.5,Ireland
I'saka,isa,ksi,Krisa,Skou,Papunesia,-2.83,141.28,Papua New Guinea
Isekiri,ise,its,Defoid,Niger-Congo,Africa,5.67,5.5,Nigeria
Ishkashmi,ish,isk,Iranian,Indo-European,Eurasia,37,72,Afghanistan
Isirawa,isi,srl,Kwerba,Kwerba,Papunesia,-1.83,138.5,Indonesia
Isnag,isn,isd,Northern Luzon,Austronesian,Papunesia,18.25,121,Philippines
Isoko,iso,iso,Edoid,Niger-Congo,Africa,5.5,6.25,Nigeria
Israeli Sign Language,iss,isr,Sign Languages,other,Eurasia,32,34.83,Israel
Italian,ita,ita,Romance,Indo-European,Eurasia,43,12,Switzerland
Italian (Bologna),itb,egl,Romance,Indo-European,Eurasia,44.5,11.33,Italy
Italian (Fiorentino),ifi,ita,Romance,Indo-European,Eurasia,43.75,11.25,Italy
Italian (Genoa),itg,lij,Romance,Indo-European,Eurasia,44.42,8.95,Italy
Italian (Napolitanian),itn,nap,Romance,Indo-European,Eurasia,40.92,14.25,Italy
Italian (Turinese),itu,pms,Romance,Indo-European,Eurasia,45,7.67,Italy
Itawis,itw,itv,Northern Luzon,Austronesian,Papunesia,17.75,121.5,Philippines
Itelmen,ite,itl,Southern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,57,157.5,Russia
Itonama,ito,ito,Itonama,Itonama,South America,-12.83,-64.33,Bolivia
Itzaj,itz,itz,Mayan,Mayan,North America,17,-89.83,Guatemala
Ivatan,iva,ivv,Batanic,Austronesian,Papunesia,20.5,122,Philippines
Iwaidja,iwa,ibd,Iwaidjan,Iwaidjan,Australia,-11.5,132.67,Australia
Iwam,iwm,iwm,Upper Sepik,Sepik,Papunesia,-4.33,142,Papua New Guinea
Iwoyo,kwy,kwy,Bantoid,Niger-Congo,Africa,-5.5,12.25,Angola
Ixcatec,ixc,ixc,Popolocan,Oto-Manguean,North America,17.83,-97.17,Mexico
Ixil,ixi,ixl,Mayan,Mayan,North America,15.5,-91,Guatemala
Izhor,izh,izh,Finnic,Uralic,Eurasia,59,29,Russia
Izi,izi,izz,Igboid,Niger-Congo,Africa,6.33,8,Nigeria
Jabêm,jab,jae,Oceanic,Austronesian,Papunesia,-6.58,147.78,Papua New Guinea
Jabutí,jbt,jbt,Jabutí,Macro-Ge,South America,-12.25,-62.25,Brazil
Jad,jad,bod,Bodic,Sino-Tibetan,Eurasia,30.83,79,India
Jahai,jah,jhi,Aslian,Austro-Asiatic,Eurasia,5.75,101.5,Malaysia
Jakaltek,jak,"jac, jai",Mayan,Mayan,North America,15.67,-91.67,Guatemala
Jamaican Creole,jcr,jam,Creoles and Pidgins,other,North America,18.17,-77.25,Jamaica
Jamamadi,jmm,jaa,Arauan,Arauan,South America,-7.5,-67,Brazil
Jaminjung,jam,djd,Jaminjungan,Mirndi,Australia,-15.08,130.5,Australia
Jamsay,jms,djm,Dogon,Dogon,Africa,14.42,-2.5,Mali
Japanese,jpn,jpn,Japanese,Japanese,Eurasia,37,140,Japan
